Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1675106134.5365021,671,69334,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:34,19,T
1675106135.279655,672,69335,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:35,19,T
1675106135.5708692,673,69335,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:35,19,T
1675106136.248773,674,69336,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:36,19,T
1675106136.539833,675,69336,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:36,19,T
1675106137.27763,676,69337,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:37,19,T
1675106138.0314918,677,69337,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:37,19,T
1675106138.27619,678,69338,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:38,19,T
1675106138.5671616,679,69338,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:38,19,T
1675106139.244908,680,69339,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:39,19,T
1675106139.5353777,681,69339,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:39,19,T
1675106140.244944,682,69340,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:40,19,T
1675106140.535903,683,69340,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:40,19,T
1675106141.2450025,684,69341,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:41,19,T
1675106141.5360548,685,69341,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:41,19,T
1675106142.2458997,686,69342,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:42,19,T
1675106143.004562,687,69342,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:42,19,T
1675106143.2478118,688,69343,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:43,19,T
1675106143.5388384,689,69343,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:43,19,T
1675106144.279724,690,69344,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:44,19,T
1675106144.570843,691,69344,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:44,19,T
1675106145.2472177,692,69345,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:45,19,T
1675106145.5383122,693,69345,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:45,19,T
1675106146.245535,694,69346,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:46,19,T
1675106146.5366619,695,69346,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:46,19,T
1675106147.245402,696,69347,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:47,19,T
1675106147.9992423,697,69347,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:47,19,T
1675106148.2441573,698,69348,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:48,19,T
1675106148.5353658,699,69348,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:48,19,T
1675106149.2450724,700,69349,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:49,19,T
1675106149.536202,701,69349,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:49,19,T
1675106150.2435737,702,69350,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:50,19,T
1675106150.5343761,703,69350,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:50,19,T
1675106151.243596,704,69351,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:51,19,T
1675106151.5343645,705,69351,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:51,19,T
1675106152.2443056,706,69352,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:52,19,T
1675106152.9981003,707,69352,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:52,19,T
1675106153.2757888,708,69353,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:53,19,T
1675106153.5667262,709,69353,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:53,19,T
1675106154.2431905,710,69354,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:54,19,T
1675106154.5343134,711,69354,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:54,19,T
1675106155.24476,712,69355,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:55,19,T
1675106155.5356848,713,69355,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:55,19,T
1675106156.2767699,714,69356,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:56,19,T
1675106156.5677075,715,69356,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:56,19,T
1675106157.2437925,716,69357,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:57,19,T
1675106157.997747,717,69357,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:57,19,T
1675106158.2428823,718,69358,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:58,19,T
1675106158.5339274,719,69358,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:58,19,T
1675106159.2765422,720,69359,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:59,19,T
1675106159.567408,721,69359,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:59,19,T
1675106160.2445784,722,69360,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:16:0,19,T
1675106160.5356839,723,69360,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:16:0,19,T
1675106161.2442322,724,69361,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:16:1,19,T
1675106161.5350425,725,69361,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:16:1,19,T
1675106162.243357,726,69362,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:16:2,19,T
1675106162.9974074,727,69362,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:16:2,19,T
1675106163.2438219,728,69363,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:16:3,19,T
